id,created_at, user_id,text,lang,coordinates_type,coordinates_lat,coordinates_lon,place_id,place_name,place_country_code,retweet_count,favorite_count,_search_string,_search_loc_lat,_search_loc_lon,_search_loc_range,label,sentiment_classifier_score
1099599801543467009,Sun Feb 24 09:19:56 +0000 2019,110953327,"@ViolaRoberto If people and politicians understand that technology brings benefits, there is no need to overregulat� https://t.co/fpOTLv4NO6",en,None,None,None,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.37907,2.153966,2,NEG,0.0
1099594653161218048,Sun Feb 24 08:59:29 +0000 2019,110953327,Starts #DFS_MWC19 #MWC19 #technologymatters https://t.co/vebuFfljEI,en,None,None,None,1a27537478dd8e38,None,ES,0,2,#technologymatters,41.37907,2.153966,2,NEG,0.181
1099610700794744832,Sun Feb 24 10:03:15 +0000 2019,187804659,#technologymatters es ahora una tendencia en #Barcelona -  - https://t.co/5qoi75Shbp https://t.co/yMtlE1P6R9,es,Point,41.3879,2.16992,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.389295000000004,2.168735,2,NEG,0.33
1099690746230333441,Sun Feb 24 15:21:19 +0000 2019,730983049,Closing the #DFS_MWC19 edition #TechnologyMatters #DigitalTransformation #DigitalRightsBarcelona #MWC2019 #mlunch19 https://t.co/vQtb6ZBBnX,en,None,None,None,07d9f3203b087000,None,ES,0,2,#technologymatters,41.373293,2.1331900000000004,2,NEG,0.043
1099690746230333441,Sun Feb 24 15:21:19 +0000 2019,730983049,Closing the #DFS_MWC19 edition #TechnologyMatters #DigitalTransformation #DigitalRightsBarcelona #MWC2019 #mlunch19 https://t.co/vQtb6ZBBnX,en,None,None,None,07d9f3203b087000,None,ES,0,2,#technologymatters,41.378565,2.1454779999999998,2,NEG,0.043
1099674724513316864,Sun Feb 24 14:17:39 +0000 2019,110953327,@amtcomunicacion Ya en Espa�a #Technologymatters,es,None,None,None,1a27537478dd8e38,None,ES,0,1,#technologymatters,41.378565,2.1454779999999998,2,POS,0.541
1099640112772714496,Sun Feb 24 12:00:07 +0000 2019,129585142,Exciting panel at #mLunch #technologymatters @MWCapital #MWC19 #AI #blockchain #tech #socialchange https://t.co/aMI0eIJQKr,en,None,None,None,1a27537478dd8e38,None,ES,0,3,#technologymatters,41.378565,2.1454779999999998,2,POS,0.618
1099635956766986242,Sun Feb 24 11:43:36 +0000 2019,110953327,@DFS_MWC @ofabro @christpatsi @GSMAi @AgnesBudzyn @ulisescortes @piposerrano @ulisescortes Nowadays companies inves� https://t.co/rVc1d2DWRH,en,None,None,None,1a27537478dd8e38,None,ES,0,1,#technologymatters,41.378565,2.1454779999999998,2,NEG,0.066
1099627455202111493,Sun Feb 24 11:09:50 +0000 2019,113490149,We are Ready #MWC2019 #DigitalFutureSociety #mLunch19 #networking #technologymatters https://t.co/8IITQ1cTFc,en,None,None,None,1a27537478dd8e38,None,ES,0,3,#technologymatters,41.378565,2.1454779999999998,2,NEG,0.113
1099606583858860032,Sun Feb 24 09:46:53 +0000 2019,110953327,@AnandWrites Why has the word techlash become so popular? The narrative of tech being the rebel against power is no� https://t.co/UrvFM962ur,en,None,None,None,1a27537478dd8e38,None,ES,0,1,#technologymatters,41.378565,2.1454779999999998,2,NEG,0.009
1099599801543467009,Sun Feb 24 09:19:56 +0000 2019,110953327,"@ViolaRoberto If people and politicians understand that technology brings benefits, there is no need to overregulat� https://t.co/fpOTLv4NO6",en,None,None,None,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.378565,2.1454779999999998,2,NEG,0.0
1099594653161218048,Sun Feb 24 08:59:29 +0000 2019,110953327,Starts #DFS_MWC19 #MWC19 #technologymatters https://t.co/vebuFfljEI,en,None,None,None,1a27537478dd8e38,None,ES,0,2,#technologymatters,41.378565,2.1454779999999998,2,NEG,0.181
1099610700794744832,Sun Feb 24 10:03:15 +0000 2019,187804659,#technologymatters es ahora una tendencia en #Barcelona -  - https://t.co/5qoi75Shbp https://t.co/yMtlE1P6R9,es,Point,41.3879,2.16992,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.3872,2.168588,2,NEG,0.33
1099610700794744832,Sun Feb 24 10:03:15 +0000 2019,187804659,#technologymatters es ahora una tendencia en #Barcelona -  - https://t.co/5qoi75Shbp https://t.co/yMtlE1P6R9,es,Point,41.3879,2.16992,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.387706,2.168507,2,NEG,0.33
1100000740607692802,Mon Feb 25 11:53:08 +0000 2019,276106609,"At #MWC19 explaining to The King of Spain HM Felipe VI, @sanchezcastejon, @NadiaCalvino, @franciscopolo,� https://t.co/RV7KnBoQYK",en,None,None,None,1aca5ffbc553e95b,None,ES,9,15,#technologymatters,41.362977,2.100302,2,NEG,0.107
1099610700794744832,Sun Feb 24 10:03:15 +0000 2019,187804659,#technologymatters es ahora una tendencia en #Barcelona -  - https://t.co/5qoi75Shbp https://t.co/yMtlE1P6R9,es,Point,41.3879,2.16992,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.3872,2.168588,2,NEG,0.33
1099610700794744832,Sun Feb 24 10:03:15 +0000 2019,187804659,#technologymatters es ahora una tendencia en #Barcelona -  - https://t.co/5qoi75Shbp https://t.co/yMtlE1P6R9,es,Point,41.3879,2.16992,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.387706,2.168507,2,NEG,0.33
1100000740607692802,Mon Feb 25 11:53:08 +0000 2019,276106609,"At #MWC19 explaining to The King of Spain HM Felipe VI, @sanchezcastejon, @NadiaCalvino, @franciscopolo,� https://t.co/RV7KnBoQYK",en,None,None,None,1aca5ffbc553e95b,None,ES,9,16,#technologymatters,41.362977,2.100302,2,NEG,0.107
1099610700794744832,Sun Feb 24 10:03:15 +0000 2019,187804659,#technologymatters es ahora una tendencia en #Barcelona -  - https://t.co/5qoi75Shbp https://t.co/yMtlE1P6R9,es,Point,41.3879,2.16992,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.40018,2.179581,2,NEG,0.33
1100306019111051264,Tue Feb 26 08:06:12 +0000 2019,916208253448617985,�At Chemi-Pharm we are constantly looking into innovative solutions and keeping ourselves on our toes to keep movin� https://t.co/nlE8DG3dJB,en,None,None,None,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.37907,2.153966,2,NEG,0.005
1099690746230333441,Sun Feb 24 15:21:19 +0000 2019,730983049,Closing the #DFS_MWC19 edition #TechnologyMatters #DigitalTransformation #DigitalRightsBarcelona #MWC2019 #mlunch19 https://t.co/vQtb6ZBBnX,en,None,None,None,07d9f3203b087000,None,ES,0,2,#technologymatters,41.37907,2.153966,2,NEG,0.043
1099674724513316864,Sun Feb 24 14:17:39 +0000 2019,110953327,@amtcomunicacion Ya en Espa�a #Technologymatters,es,None,None,None,1a27537478dd8e38,None,ES,0,1,#technologymatters,41.37907,2.153966,2,POS,0.541
1099640112772714496,Sun Feb 24 12:00:07 +0000 2019,129585142,Exciting panel at #mLunch #technologymatters @MWCapital #MWC19 #AI #blockchain #tech #socialchange https://t.co/aMI0eIJQKr,en,None,None,None,1a27537478dd8e38,None,ES,0,3,#technologymatters,41.37907,2.153966,2,POS,0.618
1099635956766986242,Sun Feb 24 11:43:36 +0000 2019,110953327,@DFS_MWC @ofabro @christpatsi @GSMAi @AgnesBudzyn @ulisescortes @piposerrano @ulisescortes Nowadays companies inves� https://t.co/rVc1d2DWRH,en,None,None,None,1a27537478dd8e38,None,ES,0,1,#technologymatters,41.37907,2.153966,2,NEG,0.066
1099627455202111493,Sun Feb 24 11:09:50 +0000 2019,113490149,We are Ready #MWC2019 #DigitalFutureSociety #mLunch19 #networking #technologymatters https://t.co/8IITQ1cTFc,en,None,None,None,1a27537478dd8e38,None,ES,0,3,#technologymatters,41.37907,2.153966,2,NEG,0.113
1099610700794744832,Sun Feb 24 10:03:15 +0000 2019,187804659,#technologymatters es ahora una tendencia en #Barcelona -  - https://t.co/5qoi75Shbp https://t.co/yMtlE1P6R9,es,Point,41.3879,2.16992,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.37907,2.153966,2,NEG,0.33
1099606583858860032,Sun Feb 24 09:46:53 +0000 2019,110953327,@AnandWrites Why has the word techlash become so popular? The narrative of tech being the rebel against power is no� https://t.co/UrvFM962ur,en,None,None,None,1a27537478dd8e38,None,ES,0,1,#technologymatters,41.37907,2.153966,2,NEG,0.009
1099599801543467009,Sun Feb 24 09:19:56 +0000 2019,110953327,"@ViolaRoberto If people and politicians understand that technology brings benefits, there is no need to overregulat� https://t.co/fpOTLv4NO6",en,None,None,None,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.37907,2.153966,2,NEG,0.0
1099594653161218048,Sun Feb 24 08:59:29 +0000 2019,110953327,Starts #DFS_MWC19 #MWC19 #technologymatters https://t.co/vebuFfljEI,en,None,None,None,1a27537478dd8e38,None,ES,0,2,#technologymatters,41.37907,2.153966,2,NEG,0.181
1099610700794744832,Sun Feb 24 10:03:15 +0000 2019,187804659,#technologymatters es ahora una tendencia en #Barcelona -  - https://t.co/5qoi75Shbp https://t.co/yMtlE1P6R9,es,Point,41.3879,2.16992,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.389295000000004,2.168735,2,NEG,0.33
1099690746230333441,Sun Feb 24 15:21:19 +0000 2019,730983049,Closing the #DFS_MWC19 edition #TechnologyMatters #DigitalTransformation #DigitalRightsBarcelona #MWC2019 #mlunch19 https://t.co/vQtb6ZBBnX,en,None,None,None,07d9f3203b087000,None,ES,0,2,#technologymatters,41.373293,2.1331900000000004,2,NEG,0.043
1100321507006402560,Tue Feb 26 09:07:44 +0000 2019,818357469223223296,Come to #CS40 at #MWC19 to test the demo of #proofup.  -  - A pilot project from our #CyberBullying challenge developed� https://t.co/caaYgqe4pg,en,None,None,None,1a27537478dd8e38,None,ES,3,1,#technologymatters,41.378565,2.1454779999999998,2,NEG,0.003
1100306019111051264,Tue Feb 26 08:06:12 +0000 2019,916208253448617985,�At Chemi-Pharm we are constantly looking into innovative solutions and keeping ourselves on our toes to keep movin� https://t.co/nlE8DG3dJB,en,None,None,None,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.378565,2.1454779999999998,2,NEG,0.005
1099690746230333441,Sun Feb 24 15:21:19 +0000 2019,730983049,Closing the #DFS_MWC19 edition #TechnologyMatters #DigitalTransformation #DigitalRightsBarcelona #MWC2019 #mlunch19 https://t.co/vQtb6ZBBnX,en,None,None,None,07d9f3203b087000,None,ES,0,2,#technologymatters,41.378565,2.1454779999999998,2,NEG,0.043
1099674724513316864,Sun Feb 24 14:17:39 +0000 2019,110953327,@amtcomunicacion Ya en Espa�a #Technologymatters,es,None,None,None,1a27537478dd8e38,None,ES,0,1,#technologymatters,41.378565,2.1454779999999998,2,POS,0.541
1099640112772714496,Sun Feb 24 12:00:07 +0000 2019,129585142,Exciting panel at #mLunch #technologymatters @MWCapital #MWC19 #AI #blockchain #tech #socialchange https://t.co/aMI0eIJQKr,en,None,None,None,1a27537478dd8e38,None,ES,0,3,#technologymatters,41.378565,2.1454779999999998,2,POS,0.618
1099635956766986242,Sun Feb 24 11:43:36 +0000 2019,110953327,@DFS_MWC @ofabro @christpatsi @GSMAi @AgnesBudzyn @ulisescortes @piposerrano @ulisescortes Nowadays companies inves� https://t.co/rVc1d2DWRH,en,None,None,None,1a27537478dd8e38,None,ES,0,1,#technologymatters,41.378565,2.1454779999999998,2,NEG,0.066
1099627455202111493,Sun Feb 24 11:09:50 +0000 2019,113490149,We are Ready #MWC2019 #DigitalFutureSociety #mLunch19 #networking #technologymatters https://t.co/8IITQ1cTFc,en,None,None,None,1a27537478dd8e38,None,ES,0,3,#technologymatters,41.378565,2.1454779999999998,2,NEG,0.113
1099606583858860032,Sun Feb 24 09:46:53 +0000 2019,110953327,@AnandWrites Why has the word techlash become so popular? The narrative of tech being the rebel against power is no� https://t.co/UrvFM962ur,en,None,None,None,1a27537478dd8e38,None,ES,0,1,#technologymatters,41.378565,2.1454779999999998,2,NEG,0.009
1099599801543467009,Sun Feb 24 09:19:56 +0000 2019,110953327,"@ViolaRoberto If people and politicians understand that technology brings benefits, there is no need to overregulat� https://t.co/fpOTLv4NO6",en,None,None,None,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.378565,2.1454779999999998,2,NEG,0.0
1099594653161218048,Sun Feb 24 08:59:29 +0000 2019,110953327,Starts #DFS_MWC19 #MWC19 #technologymatters https://t.co/vebuFfljEI,en,None,None,None,1a27537478dd8e38,None,ES,0,2,#technologymatters,41.378565,2.1454779999999998,2,NEG,0.181
1100321507006402560,Tue Feb 26 09:07:44 +0000 2019,818357469223223296,Come to #CS40 at #MWC19 to test the demo of #proofup.  -  - A pilot project from our #CyberBullying challenge developed� https://t.co/caaYgqe4pg,en,None,None,None,1a27537478dd8e38,None,ES,3,1,#technologymatters,41.385015,2.163252,2,NEG,0.003
1100306019111051264,Tue Feb 26 08:06:12 +0000 2019,916208253448617985,�At Chemi-Pharm we are constantly looking into innovative solutions and keeping ourselves on our toes to keep movin� https://t.co/nlE8DG3dJB,en,None,None,None,1a27537478dd8e38,None,ES,0,0,#technologymatters,41.385015,2.163252,2,NEG,0.005
1099690746230333441,Sun Feb 24 15:21:19 +0000 2019,730983049,Closing the #DFS_MWC19 edition #TechnologyMatters #DigitalTransformation #DigitalRightsBarcelona #MWC2019 #mlunch19 https://t.co/vQtb6ZBBnX,en,None,None,None,07d9f3203b087000,None,ES,0,2,#technologymatters,41.385015,2.163252,2,NEG,0.043
1099674724513316864,Sun Feb 24 14:17:39 +0000 2019,110953327,@amtcomunicacion Ya en Espa�a #Technologymatters,es,None,None,None,1a27537478dd8e38,None,ES,0,1,#technologymatters,41.385015,2.163252,2,POS,0.541
1099640112772714496,Sun Feb 24 12:00:07 +0000 2019,129585142,Exciting panel at #mLunch #technologymatters @MWCapital #MWC19 #AI #blockchain #tech #socialchange https://t.co/aMI0eIJQKr,en,None,None,None,1a27537478dd8e38,None,ES,0,3,#technologymatters,41.385015,2.163252,2,POS,0.618
1099635956766986242,Sun Feb 24 11:43:36 +0000 2019,110953327,@DFS_MWC @ofabro @christpatsi @GSMAi @AgnesBudzyn @ulisescortes @piposerrano @ulisescortes Nowadays companies inves� https://t.co/rVc1d2DWRH,en,None,None,None,1a27537478dd8e38,None,ES,0,1,#technologymatters,41.385015,2.163252,2,NEG,0.066
1099627455202111493,Sun Feb 24 11:09:50 +0000 2019,113490149,We are Ready #MWC2019 #DigitalFutureSociety #mLunch19 #networking #technologymatters https://t.co/8IITQ1cTFc,en,None,None,None,1a27537478dd8e38,None,ES,0,3,#technologymatters,41.385015,2.163252,2,NEG,0.113
